name,color,path
Paarl - Strand,"#ed1c24",[[-33.743, 18.96527], [-33.74305, 18.96596], [-33.74309, 18.96639], [-34.11741, 18.83084], [-34.1179, 18.83117], [-34.11778, 18.83142]]
Strand - Cape Town,"#ed1c24",[[-34.11778, 18.83142], [-34.11769, 18.83161], [-33.82313, 18.47828], [-33.82322, 18.4786]]
